recordType,unit,creationDate,startDate,endDate,value,day of week (numeric),day of week (string),month
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596858103,1596858245,64,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596858867,1596859329,157,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596859652,1596860228,56,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596860259,1596860855,322,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596860899,1596861454,295,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596862060,1596862091,51,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596863678,1596863944,56,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596864685,1596865047,16,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596865478,1596865499,36,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596865744,1596865844,24,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596867904,1596868492,42,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-07,1596869094,1596869478,52,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596869822,1596869982,52,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596870668,1596871192,67,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596871308,1596871553,60,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596871912,1596872490,46,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596872943,1596872948,19,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596874797,1596874903,13,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596912392,1596912988,35,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596913014,1596913068,10,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596915280,1596915489,50,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596916020,1596916613,207,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596916781,1596917363,105,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596917366,1596917965,99,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596917965,1596918017,56,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596919509,1596919615,151,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596920205,1596920236,33,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596920959,1596920961,3,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596923887,1596923889,8,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596926487,1596926520,55,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596927220,1596927362,76,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596928038,1596928040,9,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596930333,1596930336,5,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596931276,1596931748,61,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596932894,1596932951,57,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596933902,1596934227,47,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596934689,1596934909,55,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596937638,1596937643,7,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596940058,1596940654,143,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596940688,1596940691,4,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596943689,1596944081,198,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596945445,1596945780,130,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596948505,1596949104,34,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596949104,1596949259,15,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596949855,1596950446,95,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-08,1596950735,1596951328,184,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596957575,1596957604,27,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596958487,1596958572,28,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596959063,1596959303,9,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596960000,1596960031,17,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596999010,1596999036,37,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1596999697,1596999712,23,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597000701,1597001294,51,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597001300,1597001302,1,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597001996,1597002074,41,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597003375,1597003382,17,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597004828,1597005429,120,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597005429,1597006028,89,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597006049,1597006642,31,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597006649,1597006768,32,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597007941,1597008078,149,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597009827,1597009912,103,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597012210,1597012221,18,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597013673,1597014202,149,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597016240,1597016358,81,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597018939,1597019460,76,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597019643,1597020115,292,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597020280,1597020525,74,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597022628,1597023213,92,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597023357,1597023957,140,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597023957,1597024290,52,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597024680,1597025278,449,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597025284,1597025544,319,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597027115,1597027198,30,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597028184,1597028762,19,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597028799,1597029209,68,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597031347,1597031933,235,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597032730,1597032733,16,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597034861,1597035252,76,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597036728,1597037154,120,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-09,1597038138,1597038141,18,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597044117,1597044445,244,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597045978,1597046241,32,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597049488,1597049548,15,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597090180,1597090236,91,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597090902,1597091341,167,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597091777,1597092043,134,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597094357,1597094367,25,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597095144,1597095737,66,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597097422,1597097757,138,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597098813,1597098821,19,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597099500,1597099589,15,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597100750,1597101316,183,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597101404,1597101822,16,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597102161,1597102760,437,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597102760,1597103359,771,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597103359,1597103957,762,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597103957,1597104556,683,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597104556,1597105155,935,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597105155,1597105183,40,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597109458,1597110060,646,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597110060,1597110586,570,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597111182,1597111773,636,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597111812,1597112021,140,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597112610,1597113049,100,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597113554,1597113575,34,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597114476,1597114478,2,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597115307,1597115794,35,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597115926,1597116094,24,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597116579,1597116666,35,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597117216,1597117794,124,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597118109,1597118398,91,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597118875,1597119081,28,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597120338,1597120345,9,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597122076,1597122081,13,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597126094,1597126097,10,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597127562,1597128080,169,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-10,1597128431,1597129027,20,0,Monday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597129038,1597129278,260,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597129965,1597130006,26,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597131014,1597131266,64,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597173457,1597173619,120,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597174652,1597174698,49,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597182087,1597182095,32,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597183274,1597183370,32,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597184868,1597184907,22,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597186372,1597186973,245,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597186973,1597187572,293,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597187572,1597188116,433,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597188297,1597188813,198,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597188901,1597189483,115,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597190250,1597190371,48,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597191472,1597191596,34,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597192488,1597192491,1,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597193326,1597193328,11,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597194328,1597194754,233,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597194937,1597195453,157,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597195608,1597195817,55,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597199413,1597199906,91,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597203228,1597203306,58,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597207039,1597207044,10,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597211139,1597211309,131,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597211473,1597211489,14,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-11,1597214405,1597214914,16,1,Tuesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597216293,1597216314,28,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597217839,1597217903,29,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597220200,1597220735,103,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597220990,1597221540,80,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597221599,1597222170,178,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597222270,1597222840,42,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597222938,1597222972,38,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597226529,1597226709,24,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597257664,1597258234,184,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597261270,1597261281,22,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597261949,1597262114,29,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597262952,1597262955,6,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597270021,1597270470,17,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597270712,1597270753,27,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597271850,1597272116,103,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597272510,1597272598,20,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597275127,1597275530,178,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597276556,1597277143,58,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597277313,1597277827,73,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597278397,1597278459,61,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597280723,1597280736,23,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597285675,1597286253,99,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597286258,1597286261,2,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597286261,1597286857,71,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597286919,1597287030,32,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597287531,1597287779,66,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597288192,1597288781,78,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597288796,1597288801,8,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597292515,1597292520,8,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597297393,1597297848,163,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597299011,1597299114,17,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-12,1597300841,1597301303,14,2,Wednesday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597301790,1597301793,2,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597303888,1597304391,92,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597304538,1597305129,62,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597305261,1597305764,62,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597305947,1597305950,4,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597309447,1597309449,8,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597311024,1597311610,70,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597313127,1597313725,41,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597313741,1597313743,16,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597352706,1597352760,65,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597354925,1597354959,31,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597356417,1597357018,415,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597357142,1597357145,20,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597358713,1597358875,138,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597360719,1597360735,14,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597361657,1597362228,75,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597362934,1597363496,313,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597363581,1597364133,98,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597364434,1597364552,39,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597365407,1597365781,39,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597366792,1597366798,13,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597368307,1597368317,23,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597369683,1597369732,59,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597372448,1597372551,28,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597374489,1597375089,153,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597375089,1597375546,314,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597376155,1597376608,37,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597384275,1597384479,17,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597385714,1597385737,32,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-13,1597387314,1597387863,101,3,Thursday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597387990,1597388585,92,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597389145,1597389153,20,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597397748,1597397753,14,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597434768,1597434812,21,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597435595,1597435710,84,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597438856,1597438859,6,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597439457,1597439473,16,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597440368,1597440371,8,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597441411,1597441545,26,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597442454,1597443045,106,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597443063,1597443430,146,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597443683,1597443685,16,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597444815,1597445117,41,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597447030,1597447064,43,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597448810,1597449158,198,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597454096,1597454158,57,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597454794,1597454804,24,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597455807,1597456323,113,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597456426,1597456832,103,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597457036,1597457353,62,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597458938,1597459068,12,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597461176,1597461488,40,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597462849,1597463174,40,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597463517,1597463905,191,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597464549,1597464573,37,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597465905,1597466490,28,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597466506,1597466511,6,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597467979,1597467981,4,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597469051,1597469304,25,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-14,1597471959,1597471965,24,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597475340,1597475343,8,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597477917,1597478205,35,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597480469,1597480487,31,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597482095,1597482098,10,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597484564,1597484567,6,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597521884,1597522356,106,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597522997,1597523311,140,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597523740,1597524117,74,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597524395,1597524927,175,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597525291,1597525891,112,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597525904,1597526446,207,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597526555,1597527086,82,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597527192,1597527200,6,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597529987,1597529995,14,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597531387,1597531410,29,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597535906,1597536458,146,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597536541,1597536549,12,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597538581,1597538908,21,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597539464,1597539890,71,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597540719,1597540722,8,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597541519,1597541527,12,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597542192,1597542554,194,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597544428,1597544444,10,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597547695,1597548292,482,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597548310,1597548612,119,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597552959,1597552961,8,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597556108,1597556325,123,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-15,1597558636,1597558656,24,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597561334,1597561795,160,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597562958,1597563474,30,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597563595,1597563794,68,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597567193,1597567221,31,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597606631,1597607199,82,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597608180,1597608554,41,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597608797,1597608800,18,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597610416,1597610656,85,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597611216,1597611226,14,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597611833,1597611843,14,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597613516,1597613562,80,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597614514,1597614774,29,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597615644,1597615811,66,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597618151,1597618153,5,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597619413,1597619423,17,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597624670,1597625230,115,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597625468,1597625475,18,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597626373,1597626375,9,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597628254,1597628543,142,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597629462,1597629702,47,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-16,1597631773,1597632367,173,6,Sunday,8
